연도,위치,방문자수,longitude,latitude
2023,울산중구,115957829.0,129.332816213431,35.5697122805921
2021,인천강화군,243874116.0,126.487841711623,37.7469290696865
2022,인천강화군,280525412.0,126.487841711623,37.7469290696865
2023,인천강화군,317724807.0,126.487841711623,37.7469290696865
2021,인천계양구,253996203.0,126.737743998125,37.5377072788857
2022,인천계양구,291342233.0,126.737743998125,37.5377072788857
2023,인천계양구,329001346.0,126.737743998125,37.5377072788857
2021,인천남동구,290349147.0,126.730966889481,37.4497106167382
2022,인천남동구,333043341.0,126.730966889481,37.4497106167382
2023,인천남동구,369975121.0,126.730966889481,37.4497106167382
2021,인천동구,227457006.0,126.643244069288,37.47401607439
2022,인천동구,263540471.0,126.643244069288,37.47401607439
2023,인천동구,300360130.0,126.643244069288,37.47401607439
2021,인천미추홀구,273015378.0,126.650297226959,37.4636916934167
2022,인천미추홀구,315376286.0,126.650297226959,37.4636916934167
2023,인천미추홀구,354405224.0,126.650297226959,37.4636916934167
2021,인천부평구,281914082.0,126.721906848531,37.5078420372559
2022,인천부평구,323927528.0,126.721906848531,37.5078420372559
2023,인천부평구,363522667.0,126.721906848531,37.5078420372559
2021,인천서구,282568345.0,126.675961611619,37.5454637180429
2022,인천서구,326757888.0,126.675961611619,37.5454637180429
2023,인천서구,369312144.0,126.675961611619,37.5454637180429
2021,인천연수구,276917603.0,126.678265782781,37.4103812512024
2022,인천연수구,321455345.0,126.678265782781,37.4103812512024
2023,인천연수구,364987762.0,126.678265782781,37.4103812512024
2021,인천옹진군,225462174.0,126.638888888888,37.4437249999999
2022,인천옹진군,261120126.0,126.638888888888,37.4437249999999
2023,인천옹진군,298051211.0,126.638888888888,37.4437249999999
2021,인천중구,284842224.0,126.621761699973,37.4738484305043
2022,인천중구,337341288.0,126.621761699973,37.4738484305043
2023,인천중구,410255285.0,126.621761699973,37.4738484305043
2021,전라강진군,202433076.0,126.769197222222,34.6389111111111
2022,전라강진군,227204112.0,126.769197222222,34.6389111111111
2023,전라강진군,233920245.0,126.769197222222,34.6389111111111
2021,전라고창군,152549390.0,126.704108333333,35.4327388888888
2022,전라고창군,172935745.0,126.704108333333,35.4327388888888
2023,전라고창군,177777968.0,126.704108333333,35.4327388888888
2021,전라고흥군,206082588.0,127.287055555555,34.6080694444444
2022,전라고흥군,230929262.0,127.287055555555,34.6080694444444
2023,전라고흥군,237176726.0,127.287055555555,34.6080694444444
2021,전라곡성군,202868839.0,127.294108333333,35.2789555555555
2022,전라곡성군,227611475.0,127.294108333333,35.2789555555555
2023,전라곡성군,234049455.0,127.294108333333,35.2789555555555
2021,전라광양시,213847805.0,127.698177777777,34.9375361111111
2022,전라광양시,240158063.0,127.698177777777,34.9375361111111
2023,전라광양시,247728592.0,127.698177777777,34.9375361111111
2021,전라구례군,203179277.0,127.464933333333,35.1994583333333
2022,전라구례군,228144138.0,127.464933333333,35.1994583333333
2023,전라구례군,235277156.0,127.464933333333,35.1994583333333
2021,전라군산시,172512749.0,126.738844444444,35.9646416666666
2022,전라군산시,195519787.0,126.738844444444,35.9646416666666
2023,전라군산시,201916086.0,126.738844444444,35.9646416666666
2021,전라김제시,155102425.0,126.882752777777,35.8005749999999
2022,전라김제시,174988783.0,126.882752777777,35.8005749999999
2023,전라김제시,180571282.0,126.882752777777,35.8005749999999
2021,전라나주시,218804246.0,126.712866666666,35.0128388888888
2022,전라나주시,244131463.0,126.712866666666,35.0128388888888
2023,전라나주시,250738717.0,126.712866666666,35.0128388888888
2021,전라남원시,152237483.0,127.3925,35.4132555555555
2022,전라남원시,173211475.0,127.3925,35.4132555555555
2023,전라남원시,179033381.0,127.3925,35.4132555555555
2021,전라담양군,217712552.0,126.990163888888,35.318125
2022,전라담양군,243188810.0,126.990163888888,35.318125
2023,전라담양군,250347692.0,126.990163888888,35.318125
2021,전라목포시,227994116.0,126.394419444444,34.8087888888888
2022,전라목포시,256545391.0,126.394419444444,34.8087888888888
2023,전라목포시,264950872.0,126.394419444444,34.8087888888888
2021,전라무안군,214958767.0,126.4837,34.9873694444444
2022,전라무안군,240680872.0,126.4837,34.9873694444444
2023,전라무안군,248199245.0,126.4837,34.9873694444444
2021,전라무주군,148035242.0,127.662866666666,36.0038277777777
2022,전라무주군,169601669.0,127.662866666666,36.0038277777777
2023,전라무주군,175546032.0,127.662866666666,36.0038277777777
2021,전라보성군,204944667.0,127.082088888888,34.7683333333333
2022,전라보성군,229885665.0,127.082088888888,34.7683333333333
2023,전라보성군,236619744.0,127.082088888888,34.7683333333333
2021,전라부안군,154051322.0,126.735677777777,35.7285333333333
2022,전라부안군,174733069.0,126.735677777777,35.7285333333333
2023,전라부안군,180282944.0,126.735677777777,35.7285333333333
2021,전라순창군,144590339.0,127.139630555555,35.3713888888888
2022,전라순창군,164649027.0,127.139630555555,35.3713888888888
2023,전라순창군,169713666.0,127.139630555555,35.3713888888888
2021,전라순천시,229642735.0,127.489330555555,34.9476055555555
2022,전라순천시,258612629.0,127.489330555555,34.9476055555555
2023,전라순천시,270373748.0,127.489330555555,34.9476055555555
2021,전라신안군,205201724.0,126.381730555555,34.7898111111111
2022,전라신안군,229794044.0,126.381730555555,34.7898111111111
2023,전라신안군,236973895.0,126.381730555555,34.7898111111111
2021,전라여수시,237223052.0,127.664386111111,34.7573111111111
2022,전라여수시,267706629.0,127.664386111111,34.7573111111111
2023,전라여수시,275664816.0,127.664386111111,34.7573111111111
2021,전라영광군,205933558.0,126.514086111111,35.2741666666666
2022,전라영광군,230552426.0,126.514086111111,35.2741666666666
2023,전라영광군,236846129.0,126.514086111111,35.2741666666666
2021,전라영암군,208939109.0,126.698619444444,34.7969888888888
2022,전라영암군,233906722.0,126.698619444444,34.7969888888888
2023,전라영암군,240582936.0,126.698619444444,34.7969888888888
2021,전라완도군,203473579.0,126.757097222222,34.3078527777777
2022,전라완도군,228192792.0,126.757097222222,34.3078527777777
2023,전라완도군,235050445.0,126.757097222222,34.3078527777777
2021,전라완주군,166157729.0,127.149597222222,35.8429694444444
2022,전라완주군,188886436.0,127.149597222222,35.8429694444444
2023,전라완주군,195956755.0,127.149597222222,35.8429694444444
2021,전라익산시,168940647.0,126.959852777777,35.9452749999999
2022,전라익산시,190576392.0,126.959852777777,35.9452749999999
2023,전라익산시,197722836.0,126.959852777777,35.9452749999999
2021,전라임실군,147853353.0,127.284752777777,35.6080638888888
2022,전라임실군,168226904.0,127.284752777777,35.6080638888888
2023,전라임실군,173903887.0,127.284752777777,35.6080638888888
2021,전라장성군,209365846.0,126.786975,35.2988111111111
2022,전라장성군,234397214.0,126.786975,35.2988111111111
2023,전라장성군,241032018.0,126.786975,35.2988111111111
2021,전라장수군,141821427.0,127.5233,35.6442972222222
2022,전라장수군,161259471.0,127.5233,35.6442972222222
2023,전라장수군,166337563.0,127.5233,35.6442972222222
2021,전라장흥군,201763840.0,126.909108333333,34.678525
2022,전라장흥군,226590048.0,126.909108333333,34.678525
2023,전라장흥군,233255715.0,126.909108333333,34.678525
2021,전라전주시,376139914.0,127.121919444444,35.8091888888888
2022,전라전주시,426929539.0,127.121919444444,35.8091888888888
2023,전라전주시,442949965.0,127.121919444444,35.8091888888888
2021,전라정읍시,154188057.0,126.858111111111,35.5668722222222
2022,전라정읍시,174944792.0,126.858111111111,35.5668722222222
2023,전라정읍시,180133712.0,126.858111111111,35.5668722222222
2021,전라진도군,201881508.0,126.265544444444,34.48375
2022,전라진도군,226817669.0,126.265544444444,34.48375
2023,전라진도군,233421401.0,126.265544444444,34.48375
2021,전라진안군,145010244.0,127.426966666666,35.7887194444444
2022,전라진안군,164527766.0,127.426966666666,35.7887194444444
2023,전라진안군,169787180.0,127.426966666666,35.7887194444444
2021,전라함평군,203726063.0,126.518619444444,35.0627444444444
2022,전라함평군,228424904.0,126.518619444444,35.0627444444444
2023,전라함평군,234744923.0,126.518619444444,35.0627444444444
2021,전라해남군,207531168.0,126.601288888888,34.5704361111111
2022,전라해남군,232485512.0,126.601288888888,34.5704361111111
2023,전라해남군,239547611.0,126.601288888888,34.5704361111111
2021,전라화순군,212933578.0,126.988566666666,35.0614805555555
2022,전라화순군,238136523.0,126.988566666666,35.0614805555555
2023,전라화순군,245390915.0,126.988566666666,35.0614805555555
2021,제주서귀포시,181638829.0,126.512555555555,33.25235
2022,제주서귀포시,212737148.0,126.512555555555,33.25235
2023,제주서귀포시,194871485.0,126.512555555555,33.25235
2021,제주제주시,202975515.0,126.533208333333,33.4963111111111
2022,제주제주시,240087535.0,126.533208333333,33.4963111111111
2023,제주제주시,222147400.0,126.533208333333,33.4963111111111
2021,충청계룡시,249495640.0,127.250930555555,36.2718361111111
2022,충청계룡시,278683493.0,127.250930555555,36.2718361111111
2023,충청계룡시,290708108.0,127.250930555555,36.2718361111111
2021,충청공주시,278936983.0,127.121119444444,36.4436138888888
2022,충청공주시,311709402.0,127.121119444444,36.4436138888888
2023,충청공주시,323738591.0,127.121119444444,36.4436138888888
2021,충청괴산군,175337645.0,127.788830555555,36.8124305555555
2022,충청괴산군,197545294.0,127.788830555555,36.8124305555555
2023,충청괴산군,206775581.0,127.788830555555,36.8124305555555
2021,충청금산군,257253628.0,127.490308333333,36.1058694444444
2022,충청금산군,287263987.0,127.490308333333,36.1058694444444
2023,충청금산군,299655218.0,127.490308333333,36.1058694444444
2021,충청논산시,265923750.0,127.100911111111,36.1842027777777
2022,충청논산시,296499811.0,127.100911111111,36.1842027777777
2023,충청논산시,309401282.0,127.100911111111,36.1842027777777
2021,충청단양군,172829912.0,128.367841666666,36.9817805555555
2022,충청단양군,195704436.0,128.367841666666,36.9817805555555
2023,충청단양군,205376844.0,128.367841666666,36.9817805555555
2021,충청당진시,274039056.0,126.630252777777,36.89075
2022,충청당진시,306332187.0,126.630252777777,36.89075
2023,충청당진시,318979795.0,126.630252777777,36.89075
2021,충청보령시,270746404.0,126.614886111111,36.330575
2022,충청보령시,303776128.0,126.614886111111,36.330575
2023,충청보령시,315339489.0,126.614886111111,36.330575
2021,충청보은군,170072698.0,127.731608333333,36.4865333333333
2022,충청보은군,190976212.0,127.731608333333,36.4865333333333
2023,충청보은군,200945987.0,127.731608333333,36.4865333333333
2021,충청부여군,258821046.0,126.911863888888,36.2728222222222
2022,충청부여군,288296486.0,126.911863888888,36.2728222222222
2023,충청부여군,300484529.0,126.911863888888,36.2728222222222
2021,충청서산시,270251949.0,126.452163888888,36.7820972222222
2022,충청서산시,299470775.0,126.452163888888,36.7820972222222
2023,충청서산시,312640663.0,126.452163888888,36.7820972222222
2021,충청서천군,257011104.0,126.693888888888,36.0774055555555
2022,충청서천군,286812202.0,126.693888888888,36.0774055555555
2023,충청서천군,300152634.0,126.693888888888,36.0774055555555
2021,충청아산시,292213631.0,127.004641666666,36.7871055555555
2022,충청아산시,326722686.0,127.004641666666,36.7871055555555
2023,충청아산시,342780279.0,127.004641666666,36.7871055555555
2021,충청영동군,169649492.0,127.785611111111,36.1720583333333
2022,충청영동군,190845735.0,127.785611111111,36.1720583333333
2023,충청영동군,200098654.0,127.785611111111,36.1720583333333
2021,충청예산군,264182875.0,126.850874999999,36.6798055555555
2022,충청예산군,294712266.0,126.850874999999,36.6798055555555
2023,충청예산군,309169950.0,126.850874999999,36.6798055555555
2021,충청옥천군,174871961.0,127.573633333333,36.3035499999999
2022,충청옥천군,196179707.0,127.573633333333,36.3035499999999
2023,충청옥천군,205428908.0,127.573633333333,36.3035499999999
2021,충청음성군,183923797.0,127.692622222222,36.9374055555555
2022,충청음성군,208744141.0,127.692622222222,36.9374055555555
2023,충청음성군,217781675.0,127.692622222222,36.9374055555555
2021,충청제천시,182969060.0,128.193152777777,37.1297694444444
2022,충청제천시,207089808.0,128.193152777777,37.1297694444444
2023,충청제천시,217198507.0,128.193152777777,37.1297694444444
2021,충청증평군,168329805.0,127.583288888888,36.7821805555555
2022,충청증평군,188891873.0,127.583288888888,36.7821805555555
2023,충청증평군,197972852.0,127.583288888888,36.7821805555555
2021,충청진천군,179623216.0,127.437644444444,36.8525388888888
2022,충청진천군,201078975.0,127.437644444444,36.8525388888888
2023,충청진천군,210043527.0,127.437644444444,36.8525388888888
2021,충청천안시,597445863.0,127.152466666666,36.804125
2022,충청천안시,666197240.0,127.152466666666,36.804125
2023,충청천안시,698301900.0,127.152466666666,36.804125
2021,충청청양군,250131199.0,126.804255555555,36.4562694444444
2022,충청청양군,278781360.0,126.804255555555,36.4562694444444
2023,충청청양군,291584795.0,126.804255555555,36.4562694444444
2021,충청청주시,806569633.0,127.511730555555,36.5839972222222
2022,충청청주시,904089930.0,127.511730555555,36.5839972222222
2023,충청청주시,948849195.0,127.511730555555,36.5839972222222
2021,충청충주시,194962436.0,127.928144444444,36.9881805555555
2022,충청충주시,219187842.0,127.928144444444,36.9881805555555
2023,충청충주시,230407228.0,127.928144444444,36.9881805555555
2021,충청태안군,274305290.0,126.299975,36.7426666666666
2022,충청태안군,305348633.0,126.299975,36.7426666666666
2023,충청태안군,316647061.0,126.299975,36.7426666666666
2021,충청홍성군,260805929.0,126.662908333333,36.5983611111111
2022,충청홍성군,289865001.0,126.662908333333,36.5983611111111
2023,충청홍성군,302993852.0,126.662908333333,36.5983611111111
