연도,위치,방문자수,longitude,latitude
2023,경상창원시,1530865278.0,128.6401544,35.2540033
2021,경상청도군,294578987.0,128.7362,35.6443111111111
2022,경상청도군,325578167.0,128.7362,35.6443111111111
2023,경상청도군,333241764.0,128.7362,35.6443111111111
2021,경상청송군,284529497.0,129.0594,36.4332916666666
2022,경상청송군,314749343.0,129.0594,36.4332916666666
2023,경상청송군,322212292.0,129.0594,36.4332916666666
2021,경상칠곡군,304767603.0,128.403797222222,35.9925472222222
2022,경상칠곡군,338291330.0,128.403797222222,35.9925472222222
2023,경상칠곡군,347065073.0,128.403797222222,35.9925472222222
2021,경상통영시,260391148.0,128.435277777777,34.8512583333333
2022,경상통영시,284782635.0,128.435277777777,34.8512583333333
2023,경상통영시,294262090.0,128.435277777777,34.8512583333333
2021,경상포항시,638154211.0,129.361666666666,36.0056861111111
2022,경상포항시,707097386.0,129.361666666666,36.0056861111111
2023,경상포항시,725669116.0,129.361666666666,36.0056861111111
2021,경상하동군,246071812.0,127.753430555555,35.0642027777777
2022,경상하동군,269689730.0,127.753430555555,35.0642027777777
2023,경상하동군,279305385.0,127.753430555555,35.0642027777777
2021,경상함안군,249554448.0,128.408708333333,35.2694055555555
2022,경상함안군,273038774.0,128.408708333333,35.2694055555555
2023,경상함안군,282789886.0,128.408708333333,35.2694055555555
2021,경상함양군,242597007.0,127.727419444444,35.5174694444444
2022,경상함양군,265528062.0,127.727419444444,35.5174694444444
2023,경상함양군,275974873.0,127.727419444444,35.5174694444444
2021,경상합천군,246269064.0,128.167930555555,35.5636166666666
2022,경상합천군,269111664.0,128.167930555555,35.5636166666666
2023,경상합천군,278288385.0,128.167930555555,35.5636166666666
2021,광주광산구,142787579.0,126.793668011574,35.1399583648888
2022,광주광산구,159703052.0,126.793668011574,35.1399583648888
2023,광주광산구,169305340.0,126.793668011574,35.1399583648888
2021,광주남구,113721810.0,126.902557242258,35.1330174880422
2022,광주남구,125628053.0,126.902557242258,35.1330174880422
2023,광주남구,132864691.0,126.902557242258,35.1330174880422
2021,광주동구,129376650.0,126.923090311574,35.1462777551683
2022,광주동구,144924986.0,126.923090311574,35.1462777551683
2023,광주동구,151336494.0,126.923090311574,35.1462777551683
2021,광주북구,144626266.0,126.901080587328,35.1812137957623
2022,광주북구,160935524.0,126.901080587328,35.1812137957623
2023,광주북구,169028412.0,126.901080587328,35.1812137957623
2021,광주서구,149260130.0,126.88950628089,35.1525164004977
2022,광주서구,166698757.0,126.88950628089,35.1525164004977
2023,광주서구,177704433.0,126.88950628089,35.1525164004977
2021,대구군위군,142012095.0,128.575077777777,36.2399972222222
2022,대구군위군,161112517.0,128.575077777777,36.2399972222222
2023,대구군위군,172007543.0,128.575077777777,36.2399972222222
2021,대구남구,168242798.0,128.597702040423,35.8462135079168
2022,대구남구,188855126.0,128.597702040423,35.8462135079168
2023,대구남구,200660519.0,128.597702040423,35.8462135079168
2021,대구달서구,205146317.0,128.535063888888,35.8269277777777
2021,대구달서구,205146317.0,128.532590453916,35.8299774381395
2022,대구달서구,231949747.0,128.535063888888,35.8269277777777
2022,대구달서구,231949747.0,128.532590453916,35.8299774381395
2023,대구달서구,245892917.0,128.535063888888,35.8269277777777
2023,대구달서구,245892917.0,128.532590453916,35.8299774381395
2021,대구달성군,175491918.0,128.431399499941,35.7747502893017
2022,대구달성군,196531218.0,128.431399499941,35.7747502893017
2023,대구달성군,207961440.0,128.431399499941,35.7747502893017
2021,대구동구,207824129.0,128.635558440423,35.8868272789712
2022,대구동구,237583296.0,128.635558440423,35.8868272789712
2023,대구동구,253973485.0,128.635558440423,35.8868272789712
2021,대구북구,195225670.0,128.582892353917,35.8858645969598
2022,대구북구,220615927.0,128.582892353917,35.8858645969598
2023,대구북구,235759686.0,128.582892353917,35.8858645969598
2021,대구서구,159160060.0,128.559160069259,35.8719405397309
2022,대구서구,180051210.0,128.559160069259,35.8719405397309
2023,대구서구,191665660.0,128.559160069259,35.8719405397309
2021,대구수성구,197338238.0,128.632866666666,35.8552083333333
2021,대구수성구,197338238.0,128.630701071107,35.858351478627
2022,대구수성구,224306712.0,128.632866666666,35.8552083333333
2022,대구수성구,224306712.0,128.630701071107,35.858351478627
2023,대구수성구,236965221.0,128.632866666666,35.8552083333333
2023,대구수성구,236965221.0,128.630701071107,35.858351478627
2021,대구중구,212778017.0,128.606174457614,35.8695272166858
2022,대구중구,242814572.0,128.606174457614,35.8695272166858
2023,대구중구,260794681.0,128.606174457614,35.8695272166858
2021,대전대덕구,135668897.0,127.417093340521,36.352183835655
2022,대전대덕구,149014196.0,127.417093340521,36.352183835655
2023,대전대덕구,161329548.0,127.417093340521,36.352183835655
2021,대전동구,146014048.0,127.454859584609,36.3120402777084
2022,대전동구,162381400.0,127.454859584609,36.3120402777084
2023,대전동구,177475108.0,127.454859584609,36.3120402777084
2021,대전서구,177825243.0,127.383415811453,36.3570729893642
2022,대전서구,199181290.0,127.383415811453,36.3570729893642
2023,대전서구,215092069.0,127.383415811453,36.3570729893642
2021,대전유성구,174212525.0,127.356136301599,36.3640558639158
2022,대전유성구,196497231.0,127.356136301599,36.3640558639158
2023,대전유성구,215741630.0,127.356136301599,36.3640558639158
2021,대전중구,155869528.0,127.421380984609,36.3258298947226
2022,대전중구,173491018.0,127.421380984609,36.3258298947226
2023,대전중구,188369662.0,127.421380984609,36.3258298947226
2021,부산강서구,238284813.0,128.982908333333,35.2091638888888
2022,부산강서구,277710614.0,128.982908333333,35.2091638888888
2023,부산강서구,303192584.0,128.982908333333,35.2091638888888
2021,부산금정구,229895672.0,129.094319444444,35.2400777777777
2022,부산금정구,266464687.0,129.094319444444,35.2400777777777
2023,부산금정구,288337717.0,129.094319444444,35.2400777777777
2021,부산기장군,252147316.0,129.222287283017,35.2447754075554
2022,부산기장군,291873976.0,129.222287283017,35.2447754075554
2023,부산기장군,313580021.0,129.222287283017,35.2447754075554
2021,부산남구,229274045.0,129.0865,35.1334083333333
2022,부산남구,265143933.0,129.0865,35.1334083333333
2023,부산남구,287978288.0,129.0865,35.1334083333333
2021,부산동구,223340017.0,129.059175,35.1358944444444
2022,부산동구,262826237.0,129.059175,35.1358944444444
2023,부산동구,287641841.0,129.059175,35.1358944444444
2021,부산동래구,237555849.0,129.085855555555,35.2018722222222
2022,부산동래구,275794803.0,129.085855555555,35.2018722222222
2023,부산동래구,299754602.0,129.085855555555,35.2018722222222
2021,부산부산진구,283024822.0,129.055319444444,35.1599527777777
2022,부산부산진구,330988018.0,129.055319444444,35.1599527777777
2023,부산부산진구,356952923.0,129.055319444444,35.1599527777777
2021,부산북구,222562777.0,128.992474999999,35.1941805555555
2022,부산북구,256455293.0,128.992474999999,35.1941805555555
2023,부산북구,277969882.0,128.992474999999,35.1941805555555
2021,부산사상구,226730163.0,128.993333333333,35.1494666666666
2022,부산사상구,262967381.0,128.993333333333,35.1494666666666
2023,부산사상구,284691046.0,128.993333333333,35.1494666666666
2021,부산사하구,222823479.0,128.977041666666,35.1014277777777
2022,부산사하구,257065477.0,128.977041666666,35.1014277777777
2023,부산사하구,278245410.0,128.977041666666,35.1014277777777
2021,부산서구,219307493.0,129.026377777777,35.0948361111111
2022,부산서구,252142461.0,129.026377777777,35.0948361111111
2023,부산서구,272908881.0,129.026377777777,35.0948361111111
2021,부산수영구,238386262.0,129.115375,35.1424666666666
2022,부산수영구,279878682.0,129.115375,35.1424666666666
2023,부산수영구,302542372.0,129.115375,35.1424666666666
2021,부산연제구,226908902.0,129.082075,35.1731861111111
2022,부산연제구,264537695.0,129.082075,35.1731861111111
2023,부산연제구,288474699.0,129.082075,35.1731861111111
2021,부산영도구,212208695.0,129.070186111111,35.0881166666666
2022,부산영도구,247661775.0,129.070186111111,35.0881166666666
2023,부산영도구,269117042.0,129.070186111111,35.0881166666666
2021,부산중구,233861157.0,129.034508333333,35.1032166666666
2022,부산중구,275443196.0,129.034508333333,35.1032166666666
2023,부산중구,299285989.0,129.034508333333,35.1032166666666
2021,부산해운대구,282180431.0,129.165808333333,35.1600194444444
2022,부산해운대구,329534854.0,129.165808333333,35.1600194444444
2023,부산해운대구,353120932.0,129.165808333333,35.1600194444444
2021,서울강남구,977778922.0,127.049555555555,37.514575
2022,서울강남구,1140841907.0,127.049555555555,37.514575
2023,서울강남구,1223365182.0,127.049555555555,37.514575
2021,서울강동구,767487957.0,127.125863888888,37.5273666666666
2022,서울강동구,896110237.0,127.125863888888,37.5273666666666
2023,서울강동구,967009919.0,127.125863888888,37.5273666666666
2021,서울강북구,742092347.0,127.027719444444,37.6369555555555
2022,서울강북구,872629635.0,127.027719444444,37.6369555555555
2023,서울강북구,943414654.0,127.027719444444,37.6369555555555
2021,서울강서구,804956406.0,126.851675,37.5481555555555
2022,서울강서구,944151635.0,126.851675,37.5481555555555
2023,서울강서구,1017960172.0,126.851675,37.5481555555555
2021,서울관악구,774171047.0,126.953844444444,37.4753861111111
2022,서울관악구,908680989.0,126.953844444444,37.4753861111111
2023,서울관악구,980140309.0,126.953844444444,37.4753861111111
2021,서울광진구,782513182.0,127.084533333333,37.5357388888888
2022,서울광진구,919544703.0,127.084533333333,37.5357388888888
2023,서울광진구,995251382.0,127.084533333333,37.5357388888888
2021,서울구로구,777963375.0,126.889597222222,37.49265
2022,서울구로구,911112734.0,126.889597222222,37.49265
2023,서울구로구,986432335.0,126.889597222222,37.49265
2021,서울금천구,741584673.0,126.904197222222,37.4491083333333
2022,서울금천구,870110126.0,126.904197222222,37.4491083333333
2023,서울금천구,939377041.0,126.904197222222,37.4491083333333
2021,서울노원구,773712112.0,127.058388888888,37.6514611111111
2022,서울노원구,905955999.0,127.058388888888,37.6514611111111
2023,서울노원구,978206279.0,127.058388888888,37.6514611111111
2021,서울도봉구,739081712.0,127.049522222222,37.6658333333333
2022,서울도봉구,865482569.0,127.049522222222,37.6658333333333
2023,서울도봉구,936999976.0,127.049522222222,37.6658333333333
2021,서울동대문구,766891331.0,127.042141666666,37.571625
2022,서울동대문구,899646240.0,127.042141666666,37.571625
2023,서울동대문구,974377373.0,127.042141666666,37.571625
2021,서울동작구,767905566.0,126.941575,37.5096555555555
2022,서울동작구,901222388.0,126.941575,37.5096555555555
2023,서울동작구,976504824.0,126.941575,37.5096555555555
2021,서울마포구,839534463.0,126.910530555555,37.5607055555555
2022,서울마포구,993887253.0,126.910530555555,37.5607055555555
2023,서울마포구,1077807990.0,126.910530555555,37.5607055555555
2021,서울서대문구,790142860.0,126.938897222222,37.5763666666666
2022,서울서대문구,930439078.0,126.938897222222,37.5763666666666
2023,서울서대문구,1006789995.0,126.938897222222,37.5763666666666
2021,서울서초구,891409432.0,127.034811111111,37.4807861111111
2022,서울서초구,1041396201.0,127.034811111111,37.4807861111111
2023,서울서초구,1123980689.0,127.034811111111,37.4807861111111
2021,서울성동구,775989502.0,127.039,37.5606111111111
2022,서울성동구,913133363.0,127.039,37.5606111111111
2023,서울성동구,988175718.0,127.039,37.5606111111111
2021,서울성북구,762755845.0,127.020333333333,37.5863833333333
2022,서울성북구,894499382.0,127.020333333333,37.5863833333333
2023,서울성북구,967482124.0,127.020333333333,37.5863833333333
2021,서울송파구,850401557.0,127.107930555555,37.5117555555555
2022,서울송파구,1007375716.0,127.107930555555,37.5117555555555
2023,서울송파구,1090126746.0,127.107930555555,37.5117555555555
2021,서울양천구,755751664.0,126.868708333333,37.5142305555555
2022,서울양천구,882431781.0,126.868708333333,37.5142305555555
2023,서울양천구,951969743.0,126.868708333333,37.5142305555555
2021,서울영등포구,840630235.0,126.898341666666,37.5236111111111
2022,서울영등포구,989364208.0,126.898341666666,37.5236111111111
2023,서울영등포구,1067470299.0,126.898341666666,37.5236111111111
2021,서울용산구,809654560.0,126.967522222222,37.5360944444444
2022,서울용산구,959197793.0,126.967522222222,37.5360944444444
2023,서울용산구,1038198909.0,126.967522222222,37.5360944444444
2021,서울은평구,749263769.0,126.931241666666,37.5999694444444
2022,서울은평구,877328076.0,126.931241666666,37.5999694444444
2023,서울은평구,949353421.0,126.931241666666,37.5999694444444
2021,서울종로구,853484836.0,126.981641666666,37.5703777777777
2022,서울종로구,1015153955.0,126.981641666666,37.5703777777777
2023,서울종로구,1100563693.0,126.981641666666,37.5703777777777
2021,서울중구,850544392.0,126.999641666666,37.5610027777777
2022,서울중구,1015495813.0,126.999641666666,37.5610027777777
2023,서울중구,1104349466.0,126.999641666666,37.5610027777777
2021,서울중랑구,747385126.0,127.094777777777,37.6038055555555
2022,서울중랑구,874797922.0,127.094777777777,37.6038055555555
2023,서울중랑구,946740680.0,127.094777777777,37.6038055555555
2021,세종특별자치시,87039955.0,127.289448,36.479522
2022,세종특별자치시,93856812.0,127.289448,36.479522
2023,세종특별자치시,96252944.0,127.289448,36.479522
2021,울산남구,124877279.0,129.330175357608,35.5440426532722
2022,울산남구,140813605.0,129.330175357608,35.5440426532722
2023,울산남구,148025353.0,129.330175357608,35.5440426532722
2021,울산동구,86588402.0,129.416691882745,35.5051699632486
2022,울산동구,96495686.0,129.416691882745,35.5051699632486
2023,울산동구,101631627.0,129.416691882745,35.5051699632486
2021,울산북구,99424408.0,129.361244971292,35.5827078312412
2022,울산북구,111445913.0,129.361244971292,35.5827078312412
2023,울산북구,117685974.0,129.361244971292,35.5827078312412
2021,울산울주군,115561642.0,129.242474811581,35.5223064790022
2022,울산울주군,128783682.0,129.242474811581,35.5223064790022
2023,울산울주군,134948196.0,129.242474811581,35.5223064790022
2021,울산중구,100778251.0,129.332816213431,35.5697122805921
2022,울산중구,111406516.0,129.332816213431,35.5697122805921
