광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
경상북도,성주군,1.32840118E8,7.5,5709767.0,2.5
경상북도,칠곡군,1.32840118E8,7.5,1.1897657E7,5.2
경상북도,예천군,1.32840118E8,7.5,4564853.0,2.0
경상북도,봉화군,1.32840118E8,7.5,3346556.0,1.5
경상북도,울진군,1.32840118E8,7.5,7007392.0,3.1
경상북도,울릉군,1.32840118E8,7.5,1440425.0,0.6
경상북도,포항시 남구,1.32840118E8,7.5,1.7651119E7,7.7
경상북도,포항시 북구,1.32840118E8,7.5,1.9843526E7,8.7
광주광역시,남구,3.3414651E7,1.9,1.2285027E7,11.8
광주광역시,동구,3.3414651E7,1.9,1.7823705E7,17.1
광주광역시,북구,3.3414651E7,1.9,2.2670111E7,21.7
광주광역시,광산구,3.3414651E7,1.9,2.4464529E7,23.4
광주광역시,서구,3.3414651E7,1.9,2.7197059E7,26.0
대구광역시,군위군,5.6531874E7,3.2,4762449.0,2.3
대구광역시,남구,5.6531874E7,3.2,1.3800813E7,6.7
대구광역시,동구,5.6531874E7,3.2,3.3893626E7,16.4
대구광역시,수성구,5.6531874E7,3.2,2.900669E7,14.0
대구광역시,달서구,5.6531874E7,3.2,3.1801534E7,15.4
대구광역시,달성군,5.6531874E7,3.2,1.8498569E7,8.9
대구광역시,북구,5.6531874E7,3.2,2.6538561E7,12.8
대구광역시,서구,5.6531874E7,3.2,1.1566771E7,5.6
대구광역시,중구,5.6531874E7,3.2,3.6976564E7,17.9
대전광역시,동구,4.3211903E7,2.4,1.5798353E7,14.5
대전광역시,유성구,4.3211903E7,2.4,3.1630375E7,29.0
대전광역시,대덕구,4.3211903E7,2.4,1.0687169E7,9.8
대전광역시,서구,4.3211903E7,2.4,2.9616278E7,27.2
대전광역시,중구,4.3211903E7,2.4,2.1326084E7,19.6
부산광역시,강서구,9.1077392E7,5.2,2.1099903E7,6.5
부산광역시,영도구,9.1077392E7,5.2,8469583.0,2.6
부산광역시,부산진구,9.1077392E7,5.2,4.3935644E7,13.4
부산광역시,동래구,9.1077392E7,5.2,2.1600793E7,6.6
부산광역시,해운대구,9.1077392E7,5.2,4.367052E7,13.4
부산광역시,사하구,9.1077392E7,5.2,1.3467037E7,4.1
부산광역시,금정구,9.1077392E7,5.2,1.7275777E7,5.3
부산광역시,남구,9.1077392E7,5.2,1.639455E7,5.0
부산광역시,연제구,9.1077392E7,5.2,1.7053006E7,5.2
부산광역시,수영구,9.1077392E7,5.2,2.3308786E7,7.1
부산광역시,사상구,9.1077392E7,5.2,1.5599387E7,4.8
부산광역시,기장군,9.1077392E7,5.2,3.048362E7,9.3
부산광역시,동구,9.1077392E7,5.2,1.2989533E7,4.0
부산광역시,북구,9.1077392E7,5.2,1.275513E7,3.9
부산광역시,서구,9.1077392E7,5.2,1.1124695E7,3.4
부산광역시,중구,9.1077392E7,5.2,1.755295E7,5.4
서울특별시,종로구,2.96051157E8,16.7,6.9361909E7,6.9
서울특별시,강서구,2.96051157E8,16.7,4.5214682E7,4.5
서울특별시,용산구,2.96051157E8,16.7,4.4454708E7,4.4
서울특별시,성동구,2.96051157E8,16.7,3.3430093E7,3.3
서울특별시,광진구,2.96051157E8,16.7,3.3294523E7,3.3
서울특별시,동대문구,2.96051157E8,16.7,2.6661423E7,2.7
서울특별시,중랑구,2.96051157E8,16.7,1.8533118E7,1.8
서울특별시,성북구,2.96051157E8,16.7,2.46508E7,2.5
서울특별시,강북구,2.96051157E8,16.7,1.8342004E7,1.8
서울특별시,도봉구,2.96051157E8,16.7,1.4154278E7,1.4
서울특별시,노원구,2.96051157E8,16.7,2.7489751E7,2.7
서울특별시,은평구,2.96051157E8,16.7,1.9218315E7,1.9
서울특별시,서대문구,2.96051157E8,16.7,3.0272176E7,3.0
서울특별시,마포구,2.96051157E8,16.7,6.4759557E7,6.5
서울특별시,양천구,2.96051157E8,16.7,2.229848E7,2.2
서울특별시,구로구,2.96051157E8,16.7,3.1371312E7,3.1
서울특별시,금천구,2.96051157E8,16.7,1.8137942E7,1.8
서울특별시,영등포구,2.96051157E8,16.7,6.4104327E7,6.4
서울특별시,동작구,2.96051157E8,16.7,2.640118E7,2.6
서울특별시,관악구,2.96051157E8,16.7,2.8876749E7,2.9
서울특별시,서초구,2.96051157E8,16.7,6.9746276E7,7.0
서울특별시,강남구,2.96051157E8,16.7,1.09041425E8,10.9
서울특별시,송파구,2.96051157E8,16.7,7.3757109E7,7.4
서울특별시,강동구,2.96051157E8,16.7,2.4624697E7,2.5
서울특별시,중구,2.96051157E8,16.7,6.4640392E7,6.4
세종특별자치시,세종특별자치시,1.8836463E7,1.1,1.8824282E7,100.0
울산광역시,남구,2.9674538E7,1.7,2.4653255E7,30.2
울산광역시,동구,2.9674538E7,1.7,8960552.0,11.0
울산광역시,북구,2.9674538E7,1.7,1.4502954E7,17.7
울산광역시,울주군,2.9674538E7,1.7,2.1238341E7,26.0
울산광역시,중구,2.9674538E7,1.7,1.2378351E7,15.1
인천광역시,동구,1.0523343E8,6.0,4330568.0,1.9
인천광역시,미추홀구,1.0523343E8,6.0,2.3814782E7,10.6
인천광역시,연수구,1.0523343E8,6.0,2.999765E7,13.4
인천광역시,남동구,1.0523343E8,6.0,3.0480124E7,13.6
인천광역시,부평구,1.0523343E8,6.0,2.8495561E7,12.7
인천광역시,계양구,1.0523343E8,6.0,1.5095763E7,6.7
인천광역시,강화군,1.0523343E8,6.0,1.4465034E7,6.5
인천광역시,옹진군,1.0523343E8,6.0,5771632.0,2.6
인천광역시,서구,1.0523343E8,6.0,2.8739333E7,12.8
인천광역시,중구,1.0523343E8,6.0,4.2742074E7,19.1
전라남도,목포시,9.520942E7,5.4,1.421123E7,8.3
전라남도,여수시,9.520942E7,5.4,2.358239E7,13.7
전라남도,순천시,9.520942E7,5.4,1.8300031E7,10.7
전라남도,나주시,9.520942E7,5.4,1.0261941E7,6.0
전라남도,광양시,9.520942E7,5.4,9483350.0,5.5
전라남도,담양군,9.520942E7,5.4,1.0212163E7,6.0
전라남도,곡성군,9.520942E7,5.4,3999567.0,2.3
전라남도,구례군,9.520942E7,5.4,4739757.0,2.8
전라남도,고흥군,9.520942E7,5.4,6131695.0,3.6
전라남도,보성군,9.520942E7,5.4,5085809.0,3.0
전라남도,화순군,9.520942E7,5.4,8392227.0,4.9
전라남도,장흥군,9.520942E7,5.4,3533364.0,2.1
전라남도,강진군,9.520942E7,5.4,3894668.0,2.3
전라남도,해남군,9.520942E7,5.4,6067467.0,3.5
전라남도,영암군,9.520942E7,5.4,5830719.0,3.4
전라남도,무안군,9.520942E7,5.4,8466478.0,4.9
전라남도,함평군,9.520942E7,5.4,4144431.0,2.4
전라남도,영광군,9.520942E7,5.4,5291301.0,3.1
전라남도,장성군,9.520942E7,5.4,6161950.0,3.6
전라남도,완도군,9.520942E7,5.4,4596048.0,2.7
전라남도,진도군,9.520942E7,5.4,3985886.0,2.3
전라남도,신안군,9.520942E7,5.4,5243188.0,3.1
전북특별자치도,전주시 완산구,6.48899E7,3.7,2.2431563E7,16.2
전북특별자치도,전주시 덕진구,6.48899E7,3.7,1.9590322E7,14.2
전북특별자치도,군산시,6.48899E7,3.7,1.5351457E7,11.1
전북특별자치도,익산시,6.48899E7,3.7,1.2554199E7,9.1
전북특별자치도,정읍시,6.48899E7,3.7,7444115.0,5.4
전북특별자치도,남원시,6.48899E7,3.7,7272458.0,5.3
전북특별자치도,김제시,6.48899E7,3.7,7055776.0,5.1
전북특별자치도,완주군,6.48899E7,3.7,1.226412E7,8.9
전북특별자치도,진안군,6.48899E7,3.7,3681637.0,2.7
전북특별자치도,무주군,6.48899E7,3.7,5782194.0,4.2
전북특별자치도,장수군,6.48899E7,3.7,2213840.0,1.6
전북특별자치도,임실군,6.48899E7,3.7,4081649.0,3.0
전북특별자치도,순창군,6.48899E7,3.7,3347243.0,2.4
전북특별자치도,고창군,6.48899E7,3.7,6646159.0,4.8
전북특별자치도,부안군,6.48899E7,3.7,8496737.0,6.1
제주특별자치도,제주시,5.0791683E7,2.9,4.7405703E7,56.9
제주특별자치도,서귀포시,5.0791683E7,2.9,3.5926842E7,43.1
충청남도,공주시,1.17536184E8,6.6,1.4729821E7,7.6
충청남도,보령시,1.17536184E8,6.6,1.4451017E7,7.5
충청남도,아산시,1.17536184E8,6.6,2.3097007E7,11.9
충청남도,서산시,1.17536184E8,6.6,1.1105572E7,5.7
충청남도,논산시,1.17536184E8,6.6,9845704.0,5.1
충청남도,계룡시,1.17536184E8,6.6,2582395.0,1.3
충청남도,당진시,1.17536184E8,6.6,1.2822028E7,6.6
충청남도,금산군,1.17536184E8,6.6,6373330.0,3.3
충청남도,부여군,1.17536184E8,6.6,6720751.0,3.5
충청남도,서천군,1.17536184E8,6.6,6450070.0,3.3
충청남도,청양군,1.17536184E8,6.6,3689575.0,1.9
충청남도,홍성군,1.17536184E8,6.6,7355247.0,3.8
충청남도,예산군,1.17536184E8,6.6,1.0716549E7,5.5
충청남도,태안군,1.17536184E8,6.6,1.5923909E7,8.2
충청남도,천안시 동남구,1.17536184E8,6.6,2.4441436E7,12.6
충청남도,천안시 서북구,1.17536184E8,6.6,2.308684E7,11.9
충청북도,충주시,7.6080446E7,4.3,1.5262728E7,10.7
충청북도,제천시,7.6080446E7,4.3,1.2521597E7,8.8
충청북도,보은군,7.6080446E7,4.3,4932746.0,3.5
충청북도,옥천군,7.6080446E7,4.3,5765982.0,4.0
충청북도,영동군,7.6080446E7,4.3,4176465.0,2.9
충청북도,증평군,7.6080446E7,4.3,2972938.0,2.1
충청북도,진천군,7.6080446E7,4.3,8156680.0,5.7
충청북도,괴산군,7.6080446E7,4.3,6870876.0,4.8
충청북도,음성군,7.6080446E7,4.3,9641818.0,6.8
충청북도,단양군,7.6080446E7,4.3,6789392.0,4.8
충청북도,청주시 상당구,7.6080446E7,4.3,1.6740425E7,11.7
충청북도,청주시 서원구,7.6080446E7,4.3,1.3174014E7,9.2
충청북도,청주시 흥덕구,7.6080446E7,4.3,1.9978332E7,14.0
충청북도,청주시 청원구,7.6080446E7,4.3,1.5736033E7,11.0
